timestamp;latitude;longitude;altitude;horizontalAccuracy;verticalAccuracy;speed;course
2020-06-21 10:24:49 +0000;51.838572;5.910224;11.110551;5.000000;5.000000;7.020000;4.570312
2020-06-21 10:25:37 +0000;51.838778;5.910370;11.833825;5.000000;5.000000;5.652000;24.960938
2020-06-21 10:25:53 +0000;51.838966;5.910593;11.705822;5.000000;5.000000;5.976000;40.429688
2020-06-21 10:26:07 +0000;51.839180;5.910765;11.181573;5.000000;5.000000;5.796000;29.531250
2020-06-21 10:26:23 +0000;51.839380;5.910955;11.186467;5.000000;5.000000;6.408000;21.445312
2020-06-21 10:26:39 +0000;51.839610;5.910970;11.620772;5.000000;5.000000;5.256000;9.843750
2020-06-21 10:26:54 +0000;51.839838;5.911033;11.860802;5.000000;5.000000;6.336000;43.242188
2020-06-21 10:27:08 +0000;51.839979;5.911328;12.176742;5.000000;5.000000;6.048000;56.601562
2020-06-21 10:27:30 +0000;51.840181;5.911158;11.491079;5.000000;5.000000;7.092000;285.468750
2020-06-21 10:27:45 +0000;51.840204;5.910776;10.825534;5.000000;5.000000;7.416000;270.703125
2020-06-21 10:28:01 +0000;51.840261;5.910408;10.895974;5.000000;5.000000;6.084000;274.921875
2020-06-21 10:28:16 +0000;51.840326;5.910052;10.787216;5.000000;5.000000;7.272000;301.640625
2020-06-21 10:28:33 +0000;51.840355;5.909680;10.951148;5.000000;5.000000;5.400000;268.945312
2020-06-21 10:28:47 +0000;51.840357;5.909305;10.496799;5.000000;5.000000;5.184000;275.625000
2020-06-21 10:29:10 +0000;51.840308;5.908937;10.063952;5.000000;5.000000;6.264000;255.585938
2020-06-21 10:36:58 +0000;51.840529;5.908862;8.028898;5.000000;5.000000;1.980000;41.835938
2020-06-21 10:37:57 +0000;51.840761;5.908822;9.609266;5.000000;5.000000;5.220000;320.976562
2020-06-21 10:38:11 +0000;51.840970;5.908965;11.579616;5.000000;5.000000;8.964000;17.578125
2020-06-21 10:38:17 +0000;51.841186;5.909199;11.844250;5.000000;5.000000;17.604000;36.210938
2020-06-21 10:38:22 +0000;51.841385;5.909441;11.952954;5.000000;5.000000;19.836001;37.968750
2020-06-21 10:38:26 +0000;51.841574;5.909647;12.044209;5.000000;5.000000;21.600000;27.773438
2020-06-21 10:38:30 +0000;51.841789;5.909817;11.209850;5.000000;5.000000;24.947999;27.421875
2020-06-21 10:38:34 +0000;51.842009;5.910016;10.831075;5.000000;5.000000;25.956000;28.828125
2020-06-21 10:38:38 +0000;51.842228;5.910230;11.299083;5.000000;5.000000;26.532000;30.234375
2020-06-21 10:38:42 +0000;51.842451;5.910453;11.262579;5.000000;5.000000;27.216000;29.531250
2020-06-21 10:38:46 +0000;51.842694;5.910672;11.275135;5.000000;5.000000;27.756000;31.640625
2020-06-21 10:38:50 +0000;51.842946;5.910903;11.231468;5.000000;5.000000;27.791999;30.585938
2020-06-21 10:38:54 +0000;51.843191;5.911137;10.989292;5.000000;5.000000;28.224001;28.828125
2020-06-21 10:38:58 +0000;51.843416;5.911369;10.848606;5.000000;5.000000;28.296000;30.585938
2020-06-21 10:39:01 +0000;51.843615;5.911570;11.852085;5.000000;5.000000;28.980001;27.421875
2020-06-21 10:39:05 +0000;51.843848;5.911797;10.709751;5.000000;5.000000;27.719999;33.398438
2020-06-21 10:39:09 +0000;51.844102;5.911961;9.937107;5.000000;5.000000;28.296000;19.687500
2020-06-21 10:39:13 +0000;51.844375;5.912141;11.038486;5.000000;5.000000;29.556000;21.796875
2020-06-21 10:39:17 +0000;51.844640;5.912297;10.547153;5.000000;5.000000;28.763999;15.820312
2020-06-21 10:39:20 +0000;51.844853;5.912432;10.836460;5.000000;5.000000;29.051999;22.148438
2020-06-21 10:39:23 +0000;51.845062;5.912573;10.929356;5.000000;5.000000;29.627998;21.093750
2020-06-21 10:39:27 +0000;51.845327;5.912739;11.752476;5.000000;5.000000;29.051999;21.093750
2020-06-21 10:39:30 +0000;51.845544;5.912869;11.568821;5.000000;5.000000;29.448001;20.390625
2020-06-21 10:39:34 +0000;51.845828;5.913010;11.697849;5.000000;5.000000;29.339999;20.742188
2020-06-21 10:39:38 +0000;51.846101;5.913181;11.905247;5.000000;5.000000;29.807999;20.039062
2020-06-21 10:39:42 +0000;51.846378;5.913357;12.647556;5.000000;5.000000;30.456000;19.335938
2020-06-21 10:39:45 +0000;51.846599;5.913463;13.060703;5.000000;5.000000;28.584000;14.765625
2020-06-21 10:39:49 +0000;51.846867;5.913594;13.078465;5.000000;5.000000;28.188000;18.984375
2020-06-21 10:39:53 +0000;51.847154;5.913730;12.133030;5.000000;5.000000;30.383998;16.523438
2020-06-21 10:39:56 +0000;51.847376;5.913837;12.451084;5.000000;5.000000;30.707999;16.875000
2020-06-21 10:40:00 +0000;51.847651;5.914009;13.219639;5.000000;5.000000;28.475999;19.335938
2020-06-21 10:40:03 +0000;51.847867;5.914176;14.508213;5.000000;5.000000;29.304001;18.984375
2020-06-21 10:40:07 +0000;51.848146;5.914321;14.081089;5.000000;5.000000;29.592001;20.390625
2020-06-21 10:40:11 +0000;51.848414;5.914515;13.496616;5.000000;5.000000;29.592001;25.312500
2020-06-21 10:40:15 +0000;51.848689;5.914691;13.766941;5.000000;5.000000;30.707999;24.960938
